location,sample date,Oxygen saturation,Dissolved silicates,Benzo(k)fluoranthene,Hexachlorobenzene,PAHs,Benzo(b)fluoranthene,beta-Hexaxchlorocyclohexane,Chlorodinine,Methoxychlor,Carbonates,Chemical Oxygen Demand (Mn),Anthracene,Boron,Cyanides,Chromium,Metolachlor,Endosulfan (alpha),Inorganic nitrogen,Pyrene,Heptachloroepoxide,Biochemical Oxygen,Berilium,"p,p-DDE",Sodium,AOX,Total organic carbon,Nitrates,PCB 118,"Benzo(g,h,i)perylene",Acenaphthylene,Total dissolved salts,Orthophosphate-phosphorus,Calcium,Macrozoobenthos,Benzo(a)anthracene,Total extractable matter,Nickel,Alachlor,Pentachlorobenzene,Dieldrin,Methylosmoline,Barium,Chemical Oxygen Demand (Cr),Benzo(a)pyrene,Phenanthrene,PCB 180,Anionic active surfactants,Chrysene,Mercury,gamma-Hexachlorocyclohexane,Manganese,PCB 101,Dissolved organic carbon,Cadmium,Trifluralin,Endrin,Sulfides,Nitrites,Sulphates,Selenium,Simazine,Total phosphorus,Endosulfan (beta),"1,2,4-Trichlorobenzene",Arsenic,Iron,alpha-Hexachlorocyclohexane,Silica (SiO2),Total dissolved phosphorus,Fecal coliforms,PCB 153,Fluorene,PCB 138,Heptachlor,Copper,Tetrachloromethane,PCB 52,Magnesium,Bicarbonates,Total hardness,Zinc,"p,p-DDT",Dissolved oxygen,"Indeno(1,2,3-c,d)pyrene",Fluoranthene,Fecal streptococci ,Ammonium,Aldrin,Isodrin,"p,p-DDD",Chlorides,Acenaphthene,Atrazine,AGOC-3A,PCB 28,Potassium,"1,2,3-Trichlorobenzene",Lead,Cesium,Total nitrogen,Aluminium,Organic nitrogen,Water temperature,Petroleum hydrocarbons,Naphthalene,Total coliforms
Kannika,10-Jul-14,,,,,,,,,,,2.17,,,,,,,,,,1.57,,,12.6,,,0.61924,,,,219,0.029,41.89,,,,,,,,,,16.9,,,,,,0.021,0,0,,,,,,,0.0389,29.84,,,0.073,,,,0.4,,,,,,,,,,,,11.73,143.96,152.5,37.5,0,7.35,,,,0.10764,,,,18.51,,0,,,2.2,,,,,,,27.2,,,
Kannika,12-Jul-14,,2.14,,,,,,0.213,,,3.66,,,,1.3,,,,,,2.37,,,,,,0.8222,,,,280,0.05216,47.6,,,,0,,,,0.267,,29.37,,,,,,0.05,0,,,,0,,,,0.0149,,,,0.09,,,1.5,,,,,,,,,,2.6,,,9.73,,160,37.5,0,6.19,,,,0.1755,,,,34.3,,0,0.323,,,,0.75,,1.02,,,29,,,
Kannika,08-Aug-14,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,,,,,,,,,,,,
Kannika,14-Aug-14,,,,,,,,,,,2.58,,,,,,,,,,1.71,,,,,,0.4545,,,,228.8,0,38.47,,,,,,,,,,18.72,,,,,,0,0,0,,,,,,,0.0359,28.76,,,0.068,,,,,,,,,,,,,,,,11.18,140.91,141.7,,0,7.36,,,,0.18564,,,,18.02,,0,,,,,,,,,,25.7,,,
Kannika,06-Sep-14,,,,,,,,,,,11.51,,,,0,,,,,,1.39,,,16.5,,,0.5544,,,,226.8,0.0319,38.67,,,,2.18,,,,,,22.58,,,,,,0,0,0,,,0,,,,0.0219,,,,0.067,,,1.8,0.601,,,,,,,,,20.41,,,10.75,148.84,140.4,37.5,0,7.98,,,,0.26442,,,,19.85,,0,,,2.8,,2.7,,1.355,,,24.2,0,,
Kannika,07-Sep-14,,,,,,,,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,,,,,,,,,,,
Kannika,11-Sep-14,,,,,,,,,,,3.645,,,,0,,,,,,1.22,,,,,,0.5494,,,,224,0.0189,38.67,,,25,1.635,,,,,,20.3,,,,,,0,0,0,,,0,,,,0.0219,,,,0.057,,,1.9,0.484,,,,,,,,,14.15,,,11.73,148.71,144.54,37.5,0,8.25,,,,0.15678,,,,20.63,,0,,,,,4.352,,,,,23.5,,,
Kannika,09-Oct-14,,,,,,,,,,,4.92,,,,0,,,,,,1.96,,,16.1,,,1.01022,,,,241.2,0.03,45.11,,,,0,,,,,,18.75,,,,,,0,0,0,,,0,,,,0.0179,,,,0.083,,,1.5,0.57,,,,,,,,,23.56,,,15.15,158.6,174.6,37.5,0,8.19,,,,0.2535,,,,22.84,,0,,,3,,2.3,,1.539,,,20,0,,
Kannika,12-Oct-14,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.877,,,,,,,,,,,,
Kannika,06-Nov-14,,2.37,,,,,,,,,4.6,,,,1.3,,,,,,1.4,,,,,,1.10062,,,,260.6,0.03,43.87,,,,1.76,,,,,,6.95,,,,,,0,0,0,,,0,,,,0.0158,42.64,,,0.073,,,1.5,0.435,,,,,,,,,7.42,,,17.42,184.28,180.8,37.5,0,9.47,,,,0.19422,,,,21.54,,0,,,,,4.13,,1.576,,,14,0,,
Kannika,07-Nov-14,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284,,,,,,,,,,,,
Kannika,11-Dec-14,,1.45,,,,,,,,,3.13,,,,0,,,,,,2.05,,,,,,1.2995,,,,265.2,0.0567,53.7,,,,0,,,,,,6.95,,,,,,0,0,0,,,0,,,,0.0188,,,,0.11,,,1.4,0.54,,,,,,,,,10.64,,,15.07,188.49,196,37.5,0,11.48,,,,0.24492,,,,19.97,,0,,,,,2.76,,2.28,,,6,0,,
Kannika,12-Dec-14,,,,,,,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,
Kannika,08-Jan-15,92.3,,,,,,,,,,3.55,,,,1.756,,,,,,2.52,,,14.9,,,1.361,,,,263.4,0.045,59.32,,,,2,,,,,,15.36,,,,0,,0,0,0,,,0,,,,0.017,35,,,0.113,,,1.8,0.59,,,0.063,,,,,,35.43,,,13.62,204.96,203.632,,0,12.59,,,,0.242,,,,20.87,,0,,,2.4,,4.45,,2.49,,,2.5,0,,
Kannika,09-Jan-15,,,,,,,,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,,,,,
Kannika,12-Feb-15,92.98,,,,,,,,,,3.58,,,,0,,,,,,2.07,,,17.7,,,1.62,,,,274.8,0.042,52.1,,,,2,,,,,,16.03,,,,,,0,0,0,,,0,,,,0.023,,,,0.076,,,1.7,0.495,,,0.049,,,,,,24.7,,,17.51,197.03,201.674,,0,12.19,,,,0.19,,,,25.71,,0,,,2.6,,2.61,,2.88,,,4,0,,
Kannika,13-Feb-15,,,,,,,,0.255,,,,,,,,,,,,,0.91,,,,,,2.04,,,,,0.059,,,,,,,,,0.307,,,,,,,,,,,,,,,,,0.015,,,,0.08,,,,,,,0.065,,,,,,,,,,,,,,10.94,,,,0.058,,,,,,,0.309,,,,,,2.25,,,6.7,,,
Kannika,12-Mar-15,89.64,,,,,,,,,,3.64,,,,4.46,,,,,,2.19,,,19.6,,,1.808,,,,263.4,0.031,57.93,,,,2,,,,,,17.2,,,,0,,,0,0,,,0,,,,0.021,28.73,,,0.089,,,2,0.55,,,0.046,,,,,,7.42,,,13,187.27,197.758,,0,11.16,,,,0.183,,,,27.42,,0,,,2.8,,1.35,,2.87,,,6,,,
Kannika,13-Mar-15,94,1.5,,,,,,0.226,,,,,,,,,,,,,2.2,,,,,2.46,0.93,,,,,0.012,36.4,,,,,,,,0.329,,18,,,,,,0,0,,,,,,,,0.012,,,,0.03,,,,,,,,,,,,,,,,4.7,,110.7,,0,11.1,,,,0.049,,,,8.3,,0,0.275,,,,,,1.13,,,8,0,,
Kannika,02-Apr-15,86.32,,,,,,,,,,5.18,,,,1.46,,,,,,1.79,,,,,,1.34,,,,221.8,0.04,41.27,,,,2,,,,,,17.02,,,,,,0.043,0,,,,0,,,,0.019,,,,0.109,,,2.1,,,,0.07,,,,,,10.87,,,20.71,179.34,187.79,,0,10.35,,,,0.131,,,,24.94,,0,,,,,2.97,,1.59,,,7.5,,,
Kannika,17-Apr-15,,,,,,,,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,,,,,,,,,,,,
Kannika,08-May-15,,,,,,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,,,,,,,,,,,,
Kannika,14-May-15,84.39,,,,,,,,,,5.24,,,,2.43,,,,,,3.41,,,,,3.47,0.73,,,,222.2,0.026,52.1,,,,2,,,,,,13,,,,0,,,0,0,,,0,,,,0.049,86.36,,,0.096,,,1.222,0.453,,,0.042,,,,,,7.29,,,12.16,166.53,179.78,15,0,7.52,,,,0.322,,,,18.12,,0,,,,,1.13,,1.34,,,21,0.2235,,
Kannika,04-Jun-15,96.81,,,,,,,,,,4.09,,,,0,,,,,,2.22,,,15.2,,,0.981,,,,198.2,0.038,49.14,,,,2,,,,,,9.75,,,,,,0,0,0,,,0,,,,0.01,,,,0.075,,,,0.324,,,0.067,,,,,,4.825,,,11.24,166.53,168.566,,0,8.79,,,,0.054,,,,16.06,,0,,,2.4,,0.5,,1.09,,,20,,,
Kannika,12-Jun-15,,,,,,,,0.258,,,,,,,,,,,,,,,,,,,0.865,,,,,0.008,,,,,,,,,0.348,,,,,,,,,,,,,,,,,0.027,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,0.348,,,,,,,0.319,,,,,,,,,,,,
Kannika,02-Jul-15,87.53,,,,,,,,,,5.71,,,,3.93,,,,,,2.15,,,15.1,,,1.13,,,,232.2,0.054,49.7,,,,6.35,,,,,,28.11,,,,,,0,0,0,,,0,,,,0.018,25.02,,,0.138,,,,2.38,,,0.09,,,,,,9.01,,,10.7,171.41,167.676,,0,7.58,,,,0.109,,,,18.91,,0,,,2.8,,2.64,,1.98,,,22.5,,,
Kannika,11-Jul-15,,,,,,,,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328,,,,,,,,,,,,
Kannika,08-Aug-15,,,,,,,,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,,,,,,,,,,,,
Kannika,19-Aug-15,106.96,,,,,,,,,,4.03,,,,0,,,,,,1.31,,,,,,1.25,,,,208.4,0.017,45.69,,,,2,,,,,,8.94,,,,,,0.043,0,0,,,0,,,,0.016,,,,0.055,,,,0.05,,,0.04,,,,,,6.18,,,13.13,164.7,167.676,,0,8.45,,,,0.223,,,,22.84,,0,,,,,1.04,,1.53,,,27.4,,,
Kannika,09-Sep-15,,,,,,,,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,,,,,,,,,,,,
Kannika,24-Sep-15,90.96,,,,,,,0.296,,,4.28,,,,3.04,,,,,,0.65,,,21,,,0.816,,,,214.8,0.036,42.27,,,,2,,,,0.326,,10.75,,,,0,,0,0,0,,,0.34,,,,0.032,30.21,,,0.065,,,,1.38,,,0.049,,,,,,9.6,,,13.07,161.65,158.954,,0,8.35,,,,0.04,,,,29.77,,0,0.302,,3.2,,2,,1.097,,,19.5,0.2408,,
Kannika,08-Oct-15,92.13,,,,,,,,,,4.86,,,,1.94,,,,,,0.94,,,,,,1.2,,,,229.2,0.065,52.9,,,,2,,,,,,9.1,,,,,,0,0,0,,,0,,,,0.027,,,,0.09,,,,0.92,,,0.081,,,,,,8.4,,,14.1,176.29,189.748,,0,9.6,,,,0.11,,,,31.51,,0,,,,,0.5,,1.6,,,13.6,,,
Kannika,19-Nov-15,96.87,,,,,,,,,,3.9,,,,0,,,,,,1.39,,,18.4,,,1.381,,,,257.2,0.067,58.52,,,,2,,,,,,10.68,,,,0,,0,0,0,,,0,,,,0.014,,,,0.105,,,,0.347,,,0.081,,,,,,13.6,,,13.13,198.86,199.716,,0,10.21,,,,0.169,,,,25.99,,0,,,2.9,,0.5,,1.88,,,12.8,,,
Kannika,10-Dec-15,100.88,,,,,,,,,,4.03,,,,2.45,,,,,,2.42,,,,,,1.279,,,,227.2,0.055,57.71,,,,2,,,,,,10.3,,,,,,0.019,0,0,,,0,,,,0.017,,,,0.122,,,,0.635,,,0.083,,,,,,8.21,,,17.99,192.76,217.694,,0,12.56,,,,0.138,,,,19.76,,0,,,,,1.72,,1.72,,,5.8,,,
Kannika,09-Jan-16,,,,,,,,,,,4.92,,,,1.54,,,,,,3,,,21.3,,,1.469,,,,239.6,0.059,65.73,,,,1.65,,,,,,7.92,,,,,,0,0,,,,0.35,,,,0.022,30.44,,,0.083,,,1.4,,,,0.072,,,,,,5.92,,,18.48,213.5,239.588,0,0,13.72,,,,0.136,,,,27.27,,0,,,3.2,,0,,1.95,,,3.4,,,
Kannika,10-Jan-16,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,3.8,,,
Kannika,07-Feb-16,,,,,,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,,,,,,,,,,,,
Kannika,11-Feb-16,,,,,,,,,,,4.73,,,,1.41,,,,,,2.58,,,,,,1.571,,,,273.8,0.061,66.86,,,,0,,,,,,6.73,,,,0,,0.047,0,,,,0,,,,0.021,28.54,,,0.083,,,2,,,,0.071,,,,,,12.71,,,11.24,202.52,212.71,26,0,12.64,,,,0.185,,,,28.54,,0,,,,,0,,2.14,,,1.5,0.3601,,
Kannika,11-Mar-16,91.7,,,,,,,,,,3.77,,,,1.34,,,,,,1.19,,,,,,1.609,,,,224.2,0.056,57.71,,,,1.55,,,,,,11.87,,,,0,,0,0,,,,0.28,,,,0.02,35.66,,,0.1,,,2.2,,,,0.08,,,,,,9.62,,,12.65,192.76,195.622,0,0,11.24,,,,0.167,,,,25.21,,0,,,,,2.52,,2.16,,,6.6,0.3427,,
Kannika,12-Mar-16,100,1.4,,,,,,0.025,,,2.26,,,,,,,,,,1.6,,,,,,1.08,,,,163,0.011,35.6,,,,,,,,0.008,,5,,,,,,0,0,,,,,,,,0.012,,,,0.029,,,,,,,,,,,,,,,,6.9,,117.2,,0,11.3,,,,0.04,,,,11.8,,0,0.015,,,,,,1.18,,,7,0,,
Kannika,01-Apr-16,97.53,,,,,,,,,,4.16,,,,0.7,,,,,,1.62,,,,,,1.77,,,,240.6,0.062,59.32,,,,1.62,,,,,,9.88,,,,0,,0,0,,,,0,,,,0.018,38.73,,,0.1,,,2,,,,0.076,,,,,,6.47,,,14.1,198.25,205.768,0,0,10.28,,,,0.112,,,,24.16,,0,,,,,0,,2.28,,,12.9,0.4354,,
Kannika,08-Apr-16,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,
Kannika,13-May-16,89.87,,,,,,,,,,3.96,,,,1.29,,,,,,1.84,,,,,,1.101,,,,276.2,0.024,53.96,,,,2.6,,,,,,16.64,,,,0,,0,0,,,,0,,,,0.02,47.44,,,0.147,,,2.5,,,,0.081,,,,,,18.37,,,11.56,174.46,181.92,0,0,8.87,,,,0.083,,,,25.6,,0,,,,,2.34,,1.44,,,16,0,,
Kannika,14-May-16,,,,,,,,0.031,,,,,,,,,,,,,2.21,,,,,,0.814,,,,535,0.043,65.4,,,,4.823,,,,0.008,,29.42,,,,,,0,0,,,,0.2692,,,,0.044,,,,0.067,,,,,,,0.05,,,,,,,,,22.2,,254.896,,0,8.64,,,,0.092,,,,42.64,,0,0.039,,,,6.488,,1.54,,,16.6,,,
Kannika,03-Jun-16,78.99,,,,,,,,,,4.03,,,,1.62,,,,,,1.09,,,,,,0.549,,,,242.2,0.052,56.11,,,,4.79,,,,,,11.75,,,,0,,0,0,,,,0.17,,,,0.024,25.18,,,0.183,,,2.1,,,,0.1,,,,,,9.81,,,7.78,158.6,171.77,0,0,7.18,,,,0.137,,,,18.8,,0,,,,,3.08,,1.316,,,20,0,,
Kannika,19-Jun-16,105.28,,,,,,,0.023,,,12.6,,,,,,,,,,5.1,,,46.79,,,0.397,,,,332,0.031,47.8,,,,,,,,0.034,,56.3,,,,0,,,,,,,,,,,0.007,30.1,,,0.169,,,,,,,,,,,,,,,,13.51,128.8,175.36,,,9,,,,0.09,,,,107.48,,,0.002,,7.55,,,,1.018,,,22.4,0,,
Kannika,01-Jul-16,92.31,,,,,,,,,,4.16,,,,4.1,,,,,,1.21,,,,,,1.105,,,,206,0.043,56.91,,,,6.14,,,,,,17.07,,,,0,,0,0,,,,0,,,,0.012,26.41,,,0.135,,,2,,,,0.088,,,,,,9.44,,,13.13,172.63,195.622,0,0,7.92,,,,0,,,,19.1,,0,,,,,2.86,,1.586,,,23,0.2329,,
Kannika,18-Jul-16,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.436,,,,,,,,,25,,,
Kannika,07-Aug-16,67.8,,,,,,,,,,4.41,,,,0.97,,,,,,2.98,,,,,,0.805,,,,236.2,0.061,48.34,,,,0,,,,,,13.18,,,,0,,0,0,,,,0,,,,0.009,21.51,,,0.188,,,1.9,,,,0.095,,,,,,5.09,,,11.73,150.06,168.566,0,0,5.49,,,,0.086,,,,32.13,,0,,,,,1.06,,1.543,,,26.4,0,,
Kannika,14-Aug-16,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,,,,,,,,,26.8,,,
Kannika,02-Sep-16,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,,,,,,,,,,,,
Kannika,16-Sep-16,99.21,3.7,,,,,,,,,3.58,,,,4.56,,,,,,1.84,,,,,,1.11,,,,264,0.053,56.39,2.37,,,4.51,,,,,,22.84,,,,0,,0,0,,,,0,,,,0.02,29.55,,,0.122,,,2.5,,,,0.078,,,,,,5.22,,,8.8,174.58,176.576,0,0,8.75,,,,0.03,,,,19.61,,0,,,,,1.47,,1.4,,,21.5,0.2644,,
Kannika,02-Oct-16,86.64,,,,,,,,,,3.77,,,,2.56,,,,,,0.6,,,,,,0.92,,,,192.8,0.056,54.51,,,,2.09,,,,,,9.98,,,,0,,0,0,,,,0,,,,0.019,21.76,,,0.112,,,2.6,,,,0.078,,,,,,5.08,,,13.13,187.51,189.748,0,0,8.37,,,,0.033,,,,15.92,,0,,,,,1.29,,1.693,,,16.7,0,,
Kannika,15-Oct-16,,,,,,,,0.058,,,,,,,,,,,,,1.06,,,,,,0.629,,,,470,0.04,57.8,,,,7.97,,,,0.012,,38.88,,,,0,,0,0,,,,0.59,,,,0.021,96.6,,,0.08,,,,,,,0.06,,,,,,,,,21,,220.886,,0,8.41,,,,0.055,,,,34.55,,0,0.073,,,,7.37,,1.36,,,16,0,,
Kannika,09-Nov-16,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,
Kannika,11-Nov-16,88.67,,,,,,,,,,4.03,,,,7.15,,,,,,0.83,,,,,,1.18,,,,259,0.057,56.11,,,,1.5,,,,,,14.29,,,,0,,0,0,,,,0,,,,0.021,24.84,,,0.123,,,2.8,,,,0.08,,,,,,10.64,,,15.56,208.16,203.632,0,0,9.78,,,,0.033,,,,19.71,,0,,,,,3.98,,1.623,,,11,0,,
Kannika,02-Dec-16,93.01,,,,,,,,,,4.28,,,,1.39,,,,,,1.94,,,,,,1.101,,,,287.3,0.037,62.21,,,,1.64,,,,,,21.16,,,,0,,0,0,,,,0,,,,0.024,23.29,,,0.106,,,2.6,,,,0.088,,,,,,6.96,,,13.07,214.72,208.616,0,0,11.72,,,,0.049,,,,22.49,,0,,,,,1.63,,1.548,,,5.5,0,,
Kohsoom,16-Apr-98,,,,,,,,,,,11.2,,,,4,,,,,,32.4,,,50,0,,0.93,,,,,0.25,62,0,,,25,,,,,,0,,,,,,0,0,0.004,,,2.76,,,,0.02,69,,,0.48,,,0,0.01,,,,0,,,,,24,,,21,,,44,0.006,3.6,,,,14.2,,,,75.1,,0,,,5.4,,90,0,,,,21,,,0
Kohsoom,27-Jun-98,,,,,,,,,,,12,,,,12,,,,,,58.4,,,48.9,0,,0.24,,,,,0.7,64,0,,,43,,,,,,0,,,,,,0,0.002,0.64,,,45.6,,,,0.02,60.1,,,0.96,,,0,14.31,,,,0,,,,,12,,,27,,,337,0,2.4,,,,0.95,,,,83,,0,,,9.35,,34,0,,,,25,,,0
Kohsoom,22-Aug-98,,,,,,,,,,,11.1,,,,13,,,,,,62.5,,,49.9,0,,0.52,,,,,0.65,53,0,,,63,,,,,,0,,,,,,0,,0.24,,,0.19,,,,0.03,53.5,,,0.77,,,0,1.97,,,,0,,,,,108,,,12.6,,,356,,2.6,,,,1.15,,,,76.6,,0,,,8.4,,52,0,,,,25,,,0
Kohsoom,01-Oct-98,,,,,,,,,,,8.2,,,,0,,,,,,5.1,,,14.8,0,,2.86,,,,,0.1,68.6,0,,,0,,,,,,14.6,,,,,,0,,0,,,0,,,,0.03,68.4,,,0.18,,,0,0.35,,,,0,,,,,0,,,14.8,,,0,,8.7,,,,0.54,,,,57,,0,,,6.8,,0,0,,,,15,,,0
Kohsoom,14-Nov-98,,,,,,,,,,,8.6,,,,27,,,,,,4.8,,,43,0,,2.46,,,,,0.12,78,2.5,,,0,,,,,,14.8,,,,,,0,,0.3,,,2.5,,,,0.02,76,,,0.26,,,0,0.42,,,,0,,,,,29,,,15.2,,,312,,9.8,,,,0.6,,,,68,,0,,,7.3,,92,0,,,,5.8,,,0
Kohsoom,13-Dec-98,,,,,,,,,,,8,,,,39,,,,,,4.8,,,44.2,0,,2.66,,,,,0.15,67,2.8,,,0,,,,,,17.6,,,,,,0,,0.02,,,1.47,,,,0.05,68,,,0.28,,,0,1.07,,,,0,,,,,35,,,26,,,16,,8.8,,,,0.34,,,,74,,0,,,6.4,,40,0,,,,4.4,,,0
Kohsoom,16-Jan-99,,,,,,,,,,,7.8,,,,46,,,,,,4.6,,,41.5,,,2.86,,,,,0.12,74,2.8,,,,,,,,,14.6,,,,0.15,,,0.03,0.4,,,6.68,,,,0.04,75,,,0.18,,,,3.44,,,,,,,,,55,,,19.2,225,,413,0.11,6.2,,,,0.4,,,,71,,,,,7.8,,2,,,,,3.3,,,
Kohsoom,13-Feb-99,,,,,,,,,,,9.8,,,,37,,,,,,5.1,,,46,,,2.88,,,,,0.04,88,2.3,,,,,,,,,,,,,,,,0.02,1.17,,,6.68,,,,0.06,66,,,0.06,,,,1.37,,,,,,,,,32,,,17,268,,124,0.08,5.6,,,,1.6,,,,78,,,,,7.8,,18,,,,,5.8,,,
Kohsoom,13-Mar-99,,,,,,,,,,,8.6,,,,8.6,,,,,,5.2,,,39.6,,,3.6,,,,,0.1,66,2.3,,0.1,,,,,,,15.4,,,,,,,0.01,0.11,,,13.27,,,,0.06,72,,,0.19,,,,0.67,,,,16,,,,,18,,,19.2,189,,29,0.23,9.7,,,0.33,0.24,,,,68,,,,,7.2,,7,,,,,8.2,,,35
Kohsoom,22-Apr-99,,,,,,,,,,,7,,,,10,,,,,,10.6,,,62.4,,,5.4,,,,,0.13,62,2.12,,,,,,,,,,,,,,,,0.02,0.005,,,0,,,,0.07,62.1,,,0.23,,,,0.19,,,,0.28,,,,,12,,,19.2,,,59,0.008,5.2,,,0.0078,1.17,,,,41.5,,,,,6.4,,18,,,,,14,,,5.4
Kohsoom,15-May-99,,,,,,,,,,,6.4,,,,3,,,,,,5,,,42,,,2.81,,,,,0.12,72,2.3,,,,,,,,,10.4,,,,,,,0.0011,0.07,,,0.14,,,,0.04,67.5,,,0.18,,,,1.14,,,,0.0045,,,,,14,,,18.5,,,100,0.04,8.8,,,,0.5,,,,71,,,,,7.8,,11,,,,,19,,,9.2
Kohsoom,18-Jun-99,,,,,,,,,,,6.5,,,,15,,,,,,7.12,,,18.1,,,0.19,,,,,0.23,63,,,,,,,,,,,,,,,,,0.01,0.3,,,0.75,,,,0.06,63.3,,,0.42,,,,4.51,,,,0.0078,,,,,29,,,19.8,,,190,0.02,2.9,,,,0.88,,,,110,,,,,6.4,,31,,,,,27,,,0.39
Kohsoom,15-Jul-99,,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,,,,,,,,,27.8,,,,,,,,,,,,,,368,,,0.65,,,,,,,,,,,,,,,,,,,,,43.9,,,,,,101.7,,,,,,,,,,,,,,,,,41.38,,,,,,,,
Kohsoom,24-Jul-99,,,,,,,,,,,9.9,,,,12,,,,,,4.8,,,45.8,,,3.2,,,,,0.14,68,2.16,,,,,,,,,16.5,,,,,,,0.01,0.06,,,2.28,,,,0.05,65,,,0.19,,,,0.92,,,,,,,,,20,,,17.2,,,373,0,7.8,,,,0.56,,,,78,,,,,7.4,,50,,,,,24,,,
Kohsoom,15-Aug-99,,,,,,,,,,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,,,,,,,,,,350,,,0.52,,,,,,,,,,,,,,,,,,,,,45.9,,,,,,84.8,,,,,,,,,,,,,,,,,35.83,,,,,,,,
Kohsoom,28-Aug-99,,,,,,,,,,,7.7,,,,18,,,,,,7.54,,,25.8,,,0.86,,,,,0.07,59,2.11,,,,,,,,,25.8,,,,,,,0.01,0.06,,,1.5,,,,0.05,56,,,0.23,,,,0.67,,,,,,,,,17,,,11.4,,,18,0.03,2.3,,,,1.59,,,,74,,,,,4.2,,25,,,,,24,,,
Kohsoom,18-Sep-99,,,,,,,,,,,11.6,,,,15,,,,,,8.4,,,58.8,,,4.6,,,,,0.18,87,2.2,,,,,,,,,20.4,,,,,,,0.06,0.06,,,3.02,,,,0.08,74,,,0.21,,,,0.8,,,,,,,,,23,,,19.6,,,147,0.09,3.8,,,,2.4,,,,108,,,,,7.9,,28,,,,,20,,,
